stid,name,state,lat,lon,mnet_id,timezone,precip_in,first_report,last_report,report_type,count
1825W,NOFD Engine 31 - Venetian Isles,LA,30.0654,-89.81363,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1826W,SWBNO East Bank Water Intake- Carrollton Bend,LA,29.95499,-90.13982,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1871W,NOFD Engine 36 - New Orleans East,LA,30.02735,-89.96878,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1873W,NORDC Morris F.X. Jeff - Sr. Park - Algiers,LA,29.94202,-90.02991,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1875W,NOFD Engine 27 - Seventh Ward/St.Roch,LA,29.97951,-90.05844,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1878W,NOPD Stables - City Park,LA,30.00485,-90.09718,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,140
1881W,NOFD Engine 16 - Central City,LA,29.94131,-90.08049,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1884W,St. Charles Parish EOC,LA,29.96418,-90.40399,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1885W,NOFD Rescue Squad 7 - Treme,LA,29.96268,-90.07154,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1887W,NOFD Logistics - Navarre,LA,29.98489,-90.10899,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1890W,Municipal Yacht Harbor - Lakefront,LA,30.02836,-90.11563,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1968W,Port NOLA Maintenance- Uptown/West Riverside,LA,29.91441,-90.11443,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1970W,Port NOLA Administration - Warehouse District/Riverwalk,LA,29.9371,-90.06144,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1972W,Harbor Police Headquarters - Irish Channel,LA,29.92063,-90.07651,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1975W,NOFD Engine 12 - Gentilly/Milneburg,LA,30.01622,-90.05172,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2016W,Killona Volunteer Fire Department,LA,30.00142,-90.48636,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2020W,Willowridge Pump Station Luling,LA,29.88464,-90.34422,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2156W,Addis VFW Hall,LA,30.35007,-91.26724,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2158W,Brusly Police Department,LA,30.38593,-91.24429,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2161W,Erwinville Community Center,LA,30.54203,-91.36364,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2162W,Homeland Security & 911 Center,LA,30.43095,-91.2039,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2166W,Port Allen,LA,30.49915,-91.21744,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2242W,NOFD Engine 4 - Pines Village,LA,30.02271,-90.02339,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
2245W,City Equipment Maintenance - Desire,LA,29.99992,-90.03133,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2248W,Regional Transit Authority - Mid City,LA,29.9672,-90.08893,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2280W,SWBNO Pumping Station Bayou Sauvage,LA,30.02977,-89.86796,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2281W,NORDC Norman Playground - Old Aurora,LA,29.91992,-89.9982,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
ABKL1,BAYOU MANCHAC AT ALLIGATOR BAYOU NEAR PRAIRIEVILLE 3WNW,LA,30.32139,-91.02083,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
AFRL1,SANDY CREEK AT ALPHONSE FORBES RD NEAR GREENWELL SPRINGS 3NNE,LA,30.62111,-90.98222,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
AMIL1,TANGIPAHOA RIVER NEAR AMITE 2ENE,LA,30.72889,-90.48417,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
AR588,KD5MWL-2 Monroe,LA,32.54467,-92.00417,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,288
ARDL1,AMITE RIVER DIVERSION SOUTH OF WHITEHALL,LA,30.22667,-90.68806,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
ARNL1,BAYOU TECHE AT ARNAUDVILLE,LA,30.39722,-91.93056,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
AS718,N5PRN Jena,LA,31.702,-92.1187,65,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,285
ASBL1,ABITA RIVER NORTH OF ABITA SPRINGS,LA,30.48194,-90.03889,106,America/Chicago,0.07,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,81
AT261,KE5JZM-1 Lutcher,LA,30.04367,-90.69933,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,1310
AT845,K0CPM-2 KATY,LA,29.9645,-90.14627,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
AU112,KA5ZCI Laplace,LA,30.06017,-90.44817,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,234
AV521,W5IC East Baton Rouge Parish      LA US,LA,30.404,-91.08467,65,America/Chicago,0.0,2026-04-17T12:03:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,268
AV585,WI5ARD Bush,LA,30.60083,-89.96933,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,288
AV683,KG5WBN New Orleans,LA,29.954,-90.12617,65,America/Chicago,0.0,2026-04-17T11:59:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,285
AW123,N0KWA TALISHEEK,LA,30.53217,-89.874,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,285
AW259,N5YHM-13 ABITA SPRINGS,LA,30.471,-90.043,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,285
AX182,KD5VOO BATON ROUGE,LA,30.51533,-91.0635,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,285
AX220,KI5MVM METAIRIE,LA,30.02833,-90.21383,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,285
BAKL1,COMITE RIVER NEAR BAKER 4E,LA,30.59611,-91.09417,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BBGL1,BLACK BAYOU NEAR GONZALES 3NE,LA,30.23722,-90.87,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BBNL1,BIG BRANCH NWR,LA,30.32167,-89.93528,2,America/Chicago,0.0,2026-04-17T11:47:00Z,2026-04-18T11:47:00Z,precip_accum,24
BBRL1,BAYOU FOUNTAIN AT BLUEBONNET ROAD NEAR BATON ROUGE 7SSE,LA,30.35833,-91.10806,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BBWL1,BEAVER BAYOU AT WAX ROAD NEAR GREENWELL SPRINGS 2SW,LA,30.54278,-91.02056,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BDIL1,BAYOU DES CANNES WEST OF IOTA,LA,30.33278,-92.54278,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BENL1,CATAHOULA,LA,31.50211,-92.46131,2,America/Chicago,0.0,2026-04-17T11:43:00Z,2026-04-18T11:43:00Z,precip_accum,24
BFGL1,BAYOU FRANCOIS AT HWY 61 NEAR GONZALES 1NE,LA,30.22722,-90.89944,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,73
BJNL1,BLACK RIVER AT JONESVILLE,LA,31.62222,-91.81222,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BLBL1,BLACK BAYOU AT HIGWAY 621 NEAR PRAIRIEVILLE 4SE,LA,30.26944,-90.91694,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BMDL1,BAYOU MACON NEAR DELHI 1E,LA,32.45778,-91.47611,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BMEL1,BAYOU MACON AT HWY 134 EAST OF EPPS,LA,32.62056,-91.40556,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BMGL1,BAYOU MACON NORTHEAST OF GILBERT,LA,32.09278,-91.5925,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,81
BMIL1,BAYOU MALLET AT HWY 91 NORTH OF IOTA,LA,30.39444,-92.4975,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BONL1,BAYOU BONNE IDEE NEAR OAK RIDGE,LA,32.64361,-91.70333,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BQTL1,BAYOU QUEUE DE TORTUE AT RICEVILLE,LA,30.08139,-92.50639,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BSHL1,BOGUE CHITTO RIVER NEAR BUSH 1NNE,LA,30.62917,-89.89722,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BSLL1,BAYOU NEZPIQUE NEAR BASILE 2W,LA,30.48083,-92.63167,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BVCL1,BAYOU VERMILION NEAR CARENCRO,LA,30.36806,-91.9875,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,73
BXAL1,PEARL RIVER NEAR BOGALUSA 2E,LA,30.79306,-89.82083,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,48
C2220,CW2220 Kaplan,LA,30.0072,-92.29422,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
C2378,CW2378 New Orleans,LA,29.96883,-90.218,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T11:55:00Z,precip_accum_since_local_midnight,244
C4185,CW4185 New Orleans,LA,29.95,-90.19917,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,288
C5600,KG5FQT Paulina,LA,30.03957,-90.71437,65,America/Chicago,0.01,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,48
C6488,CW6488 Covington,LA,30.488,-90.14033,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,85
C7580,CW7580 Gramercy,LA,30.06333,-90.69917,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,280
CADL1,USCRN SITE AT UNIVERSITY OF LOUISIANA AT LAFAYETTE - CADE FARM NEAR LAFAYETTE 13SE,LA,30.09194,-91.87306,123,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
CATL1,CATAHOULA LAKE NEAR NEBO 8S,LA,31.47944,-92.11333,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,48
CBAL1,CLAYCUT BAYOU AT ANTIOCH ROAD NEAR INNISWOLD 4E,LA,30.38667,-91.00722,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
CGSL1,BOGUE FALAYA NEAR CAMP COVINGTON NEAR COVINGTON 7NW,LA,30.55639,-90.14611,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
CMTL1,COMITE RIVER AT JOOR ROAD NEAR COMITE 3W,LA,30.5125,-91.07361,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
COGL1,BAYOU MACON NEAR COMO,LA,32.09222,-91.5925,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
COML1,COMITE RIVER AT COMITE DRIVE NEAR BATON ROUGE,LA,30.55806,-91.09806,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
CONL1,BAYOU CONWAY NEAR SORRENTO,LA,30.17306,-90.84444,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
COOPBSRL1,BAYOU SORREL LOCK,LA,30.1327,-91.3227,77,America/Chicago,0.0,2026-04-17T11:00:00Z,2026-04-18T12:00:00Z,precip_accum_24_hour,1
COOPDVLL1,DONALDSONVILLE 4 SW,LA,30.0719,-91.0278,74,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_24_hour,1
COOPJNNL1,JENNINGS,LA,30.2002,-92.6641,74,America/Chicago,0.0,2026-04-17T11:00:00Z,2026-04-18T11:00:00Z,precip_accum_24_hour,1
COOPLIX,SLIDELL AP,LA,30.34333,-89.82222,74,America/Chicago,0.0,2026-04-17T11:00:00Z,2026-04-18T11:00:00Z,precip_accum_24_hour,1
COOPPQML1,PLAQUEMINE 2 N,LA,30.3214,-91.2517,77,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_24_hour,1
CORL1,COCODRIE PUMPING PLANT NEAR MAYNA 3SE (RIVERSIDE),LA,31.38056,-91.79722,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
CRWL1,BYU PLAQUEMINE BRULE NEAR CROWLEY 2NW,LA,30.23611,-92.39639,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
CSEL1,CHAPPEPEELA CREEK SE OF LORANGER,LA,30.60639,-90.33194,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
CUSL1,TCHEFUNCTE RIVER AT US 190 NEAR COVINGTON 4WNW,LA,30.49444,-90.16944,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,79
CVEL1,BOGUE FALAYA AT BOSTON STREET AT COVINGTON #3,LA,30.47639,-90.08944,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,78
CWWL1,CHOCTAW BAYOU AT HWY 404 W OF WHITE CASTLE,LA,30.12639,-91.28639,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
CYNL1,TENSAS RIVER AT CLAYTON,LA,31.72361,-91.54083,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
D2721,DW2721 Ponchatoula,LA,30.45999,-90.44988,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,248
D5212,DW5212 Dry Prong,LA,31.58583,-92.60167,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,265
D6888,DW6888 Gretna,LA,29.87467,-90.03783,65,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T11:58:00Z,precip_accum_since_local_midnight,239
D7368,DW7368 Pecan Island,LA,29.64983,-92.4195,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
DCBL1,DAWSON CREEK AT BLUEBONNET BOULEVARD NEAR INNISWOLD 1SW,LA,30.38222,-91.09417,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
DENL1,AMITE RIVER NEAR DENHAM SPRINGS 3SW,LA,30.46389,-90.99028,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
E0561,EW0561 Covington,LA,30.4675,-90.141,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
E1043,EW1043 Lutcher,LA,30.05633,-90.69917,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,95
E1090,EW1090 Metairie,LA,30.005,-90.14217,65,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T11:58:00Z,precip_accum_since_local_midnight,280
E1616,EW1616 Baton Rouge,LA,30.411,-90.9472,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,288
E3364,EW3364 Belle Chasse,LA,29.85967,-89.99183,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
E5037,EW5037 Houma,LA,29.53683,-90.67167,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:03:00Z,precip_accum_since_local_midnight,134
E6362,EW6362 New Orleans,LA,29.97367,-90.08567,65,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,280
E6758,EW6758 Georgetown,LA,31.79717,-92.581,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,71
E6903,EW6903 Lockport,LA,29.66,-90.54483,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
E8473,EW8473 Gretna,LA,29.9075,-90.04883,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,288
E9083,W4NDF-13 METAIRIE,LA,29.98114,-90.19902,65,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T11:58:00Z,precip_accum_since_local_midnight,285
ENNL1,BOGUE CHITTO AT ENON,LA,30.72028,-90.08361,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
ESWL1,BAYOU PLAQUEMINE BRULE AT ESTERWOOD,LA,30.19806,-92.46333,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
F0094,FW0094 Slidell,LA,30.28167,-89.773,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,288
F0324,FW0324 Thibodaux,LA,29.87333,-90.81733,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,290
F0338,FW0338 Plaucheville,LA,30.94383,-91.96533,65,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,284
F1110,FW1110 Kenner,LA,30.0285,-90.2245,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,97
F1193,FW1193 St. Gabriel,LA,30.30833,-91.101,65,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,277
F1251,FW1251 Lacombe,LA,30.32667,-89.97017,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
F1622,FW1622 New Orleans,LA,29.9435,-90.06983,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:02:00Z,precip_accum_since_local_midnight,136
F1704,FW1704 Mandeville,LA,30.418,-90.073,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,288
F4455,FW4455 Prairieville,LA,30.2885,-90.97317,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
F4663,FW4663 Thibodaux,LA,29.77467,-90.78567,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
F5486,FW5486 Carencro,LA,30.31517,-92.0225,65,America/Chicago,0.0,2026-04-17T11:59:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,285
F5707,FW5707 Pineville,LA,31.37983,-92.46767,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
F5866,FW5866 Duson,LA,30.16483,-92.12017,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,96
