stid,name,state,lat,lon,mnet_id,timezone,precip_in,first_report,last_report,report_type,count
SFPL1,FRITCHIE PORTABLE,LA,30.24417,-89.72139,2,America/Chicago,0.0,2026-04-17T12:17:00Z,2026-04-18T12:17:00Z,precip_accum,24
SFRL1,FOOL RIVER PUMPING PLANT (RIVERSIDE) NEAR SICILY ISLAND 5NE,LA,31.885,-91.57667,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
SFYL1,CORPS ACM CASTING YARD NEAR ST. FRANCISVILLE 1SSW,LA,30.7675,-91.38111,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
SMAL1,ATCHAFALAYA RIVER AT SIMMESPORT,LA,30.9825,-91.79833,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
SRRL1,LOWER GRAND RIVER AT BAYOU SORREL (LAND SIDE),LA,30.15528,-91.33167,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
STVL1,BAYOU MILHOMME NEAR STEPHENSVILLE,LA,29.78,-91.16667,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
TCSL1,THOMPSON CREEK NEAR STARHILL,LA,30.7475,-91.28556,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
TDGL1,TENSAS RIVER AT TENDAL 12SW,LA,32.43194,-91.36667,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,48
TRPL1,TANGIPAHOA RIVER AT TANGIPAHOA,LA,30.87611,-90.495,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
TRTL1,TANGIPAHOA RIVER NEAR TICKFAW,LA,30.6025,-90.43889,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
TS947,SELA PORTABLE,LA,30.109,-89.85783,2,America/Chicago,0.0,2026-04-17T11:34:00Z,2026-04-18T11:34:00Z,precip_accum,24
TS982,LA-DRR PORT 1,LA,32.60699,-92.04429,2,America/Chicago,0.0,2026-04-17T11:54:00Z,2026-04-18T11:54:00Z,precip_accum,24
VRIL1,VERMILLION RIVER N. OF I-10 AT LAFAYETTE,LA,30.27167,-91.98389,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,84
VRLL1,VERMILION RIVER NEAR LAFAYETTE,LA,30.21917,-91.95583,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
VRWL1,VERMILION RIVER AT WOODLAWN,LA,30.06111,-92.07889,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
WBHL1,WHITE BAYOU AT HIGHWAY 64 NEAR ZACHARY 2SE,LA,30.63611,-91.12722,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
WCEL1,WARD CREEK AT ESSEN LANE NEAR INNISWOLD 1NW,LA,30.40472,-91.10333,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
WGPL1,WELSH GULLY NEAR PRAIRIEVILLE 2NNE,LA,30.33667,-90.96889,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
ZAYL1,COMITE RIVER NEAR ZACHARY 4SE,LA,30.64306,-91.09444,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
AESM6,Agricola,MS,30.817,-88.5205,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
AU084,N5PA Ellisville,MS,31.62283,-89.23383,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,288
AU216,W5XN Carriere,MS,30.63867,-89.70283,65,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T11:58:00Z,precip_accum_since_local_midnight,285
AV042,N5PA-2 Meadville,MS,31.587,-90.89833,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,229
AW815,AI5BL WAYNESSBORO,MS,31.61517,-88.8275,65,America/Chicago,0.0,2026-04-17T12:02:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,285
BCCM6,BOGUE CHITTO,MS,30.66194,-89.79556,2,America/Chicago,0.0,2026-04-17T12:12:00Z,2026-04-18T12:12:00Z,precip_accum,24
BDEM6,BUDE,MS,31.41056,-90.84667,2,America/Chicago,0.0,2026-04-17T12:05:00Z,2026-04-18T12:05:00Z,precip_accum,24
BKNM6,BLACK CREEK NEAR BROOKLYN 1SW,MS,31.05194,-89.20417,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T11:45:00Z,precip_accum,86
BLCM6,BLACK CREEK,MS,30.84893,-89.03392,2,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
BOVM6,BIG BLACK RIVER NEAR BOVINA 2E,MS,32.34778,-90.69694,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
BTAM6,BIG BLACK RIVER NEAR BENTONIA 3S,MS,32.60306,-90.36389,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
CBOM6,COFFEE BOGUE AT LUDLOW,MS,32.57389,-89.72972,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,74
CEPM6,Pascagoula,MS,30.3597,-88.5212,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
CKWM6,CAMP KELLER,MS,30.52423,-88.98203,2,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
CKYM6,CHUNKY RIVER NEAR CHUNKY 1E,MS,32.32611,-88.90917,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
CNHM6,RAIN GAUGE NR CONEHATTA,MS,32.45611,-89.26944,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
COOPCLLM6,COLLINSVILLE 7 SE,MS,32.4199,-88.7602,77,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_24_hour,1
COOPGLOM6,GLOSTER,MS,31.1699,-91.0259,77,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_24_hour,1
COOPWIGM6,WIGGINS,MS,30.8713,-89.1215,74,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_24_hour,1
CYSM6,COPIAH,MS,31.94972,-90.38056,2,America/Chicago,0.0,2026-04-17T12:09:00Z,2026-04-18T12:09:00Z,precip_accum,24
D5633,DW5633 Richland,MS,32.21833,-90.16267,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
DAMM6,DAMASCUS 1S,MS,32.64194,-88.82,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T11:45:00Z,precip_accum,86
DIBM6,TCHOUTACABOUFFA RIVER NEAR DIBERVILLE 3N,MS,30.47583,-88.89333,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
E1604,EW1604 GAUTIER,MS,30.4595,-88.6475,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
E2701,EW2701 Gulfport,MS,30.496,-89.07517,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
E5980,EW5980 Jackson,MS,32.3225,-90.1603,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
EDDM6,HOMOCHITTO RIVER AT EDDICETON,MS,31.50306,-90.7775,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
ENSM6,CHICKASAWHAY RIVER AT ENTERPRISE,MS,32.17583,-88.81972,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
F0278,FW0278 Summit,MS,31.2665,-90.52733,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,97
F6464,FW6464 Long Beach,MS,30.36467,-89.18633,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
F7820,FW7820 Hattiesburg,MS,31.32883,-89.441,65,America/Chicago,0.0,2026-04-17T11:59:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,285
F9957,FW9957 Flowood,MS,32.34533,-90.05583,65,America/Chicago,0.0,2026-04-17T12:02:00Z,2026-04-18T12:02:00Z,precip_accum_since_local_midnight,285
FNGM6,FANNEGUSHA CREEK NEAR SAND HILL,MS,32.50556,-89.81306,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
FRGM6,RAGLAND HILLS,MS,31.2042,-89.17833,2,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
FSTM6,BIENVILLE,MS,32.315,-89.48944,2,America/Chicago,0.0,2026-04-17T11:31:00Z,2026-04-18T11:31:00Z,precip_accum,24
G0149,GW0149 Goshen Springs,MS,32.48417,-89.91983,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:02:00Z,precip_accum_since_local_midnight,285
G0554,GW0554 Perkinston,MS,30.7385,-89.12817,65,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T11:58:00Z,precip_accum_since_local_midnight,285
G1824,KD1DRM POPLARVILLE,MS,30.85,-89.52,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G1927,GW1927 SAND HILL,MS,31.349,-88.76167,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,96
G2297,GW2297 LUCEDALE,MS,30.923,-88.58983,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G3222,GW3222 Waynesboro,MS,31.67737,-88.67066,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G3439,GW3439 CARRIERE,MS,30.61683,-89.56067,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,288
G3649,GW3649 TAYLORSVILLE,MS,31.80634,-89.42982,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,288
G3750,GW3750 PURVIS,MS,31.20917,-89.3655,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,288
G5434,GW5434 EASTABUCHIE,MS,31.4525,-89.28433,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G6243,GW6243 PETAL,MS,31.3515,-89.20467,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G6636,GW6636 FLOWOOD,MS,32.34533,-90.05583,65,America/Chicago,0.0,2026-04-17T12:02:00Z,2026-04-18T12:02:00Z,precip_accum_since_local_midnight,287
GDHM6,PEARL RIVER NEAR LENA 6NW,MS,32.66722,-89.64611,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
GDXM6,NERRS METEOROLOGICAL SITE AT GRAND BAY NEAR MOSS POINT 8SE,MS,30.35722,-88.41889,188,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_hour,24
GLFM6,WOLF RIVER AT BELLE FERRY ROAD NEAR GULFPORT 7WNW,MS,30.39333,-89.20639,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
GRBM6,GRAND BAY,MS,30.43833,-88.42556,2,America/Chicago,0.0,2026-04-17T11:50:00Z,2026-04-18T11:50:00Z,precip_accum,23
HATM6,LEAF RIVER AT HATTIESBURG,MS,31.34306,-89.28028,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
HBGM6,BOUIE CREEK NEAR HATTIESBURG 10NW,MS,31.42583,-89.41472,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_hour,24
JBRM6,BELHAVEN CREEK AT RIVERSIDE DRIVE AT JACKSON,MS,32.32333,-90.17167,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,78
JNCM6,CYPRESS CREEK NEAR JANICE NEAR BEAUMONT 10 WSW,MS,31.02528,-89.01667,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
JSNM6,PEARL RIVER AT ROSS BARNETT DAM NEAR JACKSON 10NW,MS,32.39778,-90.06472,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,77
K0R0,Columbia-Marion County Airport,MS,31.297,-89.8128,1,America/Chicago,0.0,2026-04-17T11:55:00Z,2026-04-18T11:55:00Z,precip_accum_one_hour,72
K1R7,Brookhaven-Lincoln County Airport,MS,31.6058,-90.4093,1,America/Chicago,0.0,2026-04-17T11:55:00Z,2026-04-18T11:55:00Z,precip_accum_one_hour,72
KBIX,Keesler Air Force Base / Biloxi,MS,30.41667,-88.91667,1,America/Chicago,0.0,2026-04-17T11:55:00Z,2026-04-18T11:55:00Z,precip_accum_one_hour,23
KGPT,Gulfport - Gulfport-Biloxi International Airport,MS,30.41194,-89.08083,1,America/Chicago,0.0,2026-04-17T11:53:00Z,2026-04-18T11:53:00Z,precip_accum_one_hour,24
KHBG,"Hattiesburg, Bobby L Chain Municipal Airport",MS,31.26945,-89.25613,1,America/Chicago,0.0,2026-04-17T12:05:00Z,2026-04-18T11:53:00Z,precip_accum_one_hour,29
KHEZ,"Natchez, Hardy-Anders Field Natchez-Adams County Airport",MS,31.61593,-91.29724,1,America/Chicago,0.0,2026-04-17T11:56:00Z,2026-04-18T11:56:00Z,precip_accum_one_hour,29
KHKS,"Jackson, Hawkins Field Airport",MS,32.33472,-90.2225,1,America/Chicago,0.0,2026-04-17T11:53:00Z,2026-04-18T11:53:00Z,precip_accum_one_hour,25
KIKT,Nakika Subsea Development Platform,MS,28.5208,-88.2889,1,Etc/GMT+6,0.0,2026-04-17T11:55:00Z,2026-04-18T11:55:00Z,precip_accum_one_hour,72
KJAN,"Jackson, Jackson International Airport",MS,32.31972,-90.0775,1,America/Chicago,0.0,2026-04-17T11:54:00Z,2026-04-18T11:54:00Z,precip_accum_one_hour,18
KLUL,LAUREL/NOBLE FIELD,MS,31.67,-89.17,1,America/Chicago,0.0,2026-04-17T11:55:00Z,2026-04-18T11:55:00Z,precip_accum_one_hour,69
KMBO,Madison Bruce Campbell Field Airport,MS,32.4384,-90.1014,1,America/Chicago,0.0,2026-04-17T11:55:00Z,2026-04-18T11:55:00Z,precip_accum_one_hour,72
KMEI,"Meridian, Key Field",MS,32.33806,-88.74778,1,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T11:58:00Z,precip_accum_one_hour,28
KMJD,Picayune Municipal Airport,MS,30.48747,-89.65119,1,America/Chicago,0.0,2026-04-17T11:55:00Z,2026-04-18T11:55:00Z,precip_accum_one_hour,70
KNMM,"Meridian, Meridian Naval Air Station - McCain Field",MS,32.55194,-88.55528,1,America/Chicago,0.0,2026-04-17T11:56:00Z,2026-04-18T11:56:00Z,precip_accum_one_hour,24
KPIB,"Hattiesburg/Laurel, Hattiesburg-Laurel Regional Airport",MS,31.46667,-89.33333,1,America/Chicago,0.0,2026-04-17T12:02:00Z,2026-04-18T11:56:00Z,precip_accum_one_hour,29
KPQL,Moss Point - Trent Lott International Airport,MS,30.46305,-88.53155,1,America/Chicago,0.0,2026-04-17T11:53:00Z,2026-04-18T11:53:00Z,precip_accum_one_hour,30
LAUM6,WAUSAU,MS,31.53035,-88.89237,2,America/Chicago,0.0,2026-04-17T11:36:00Z,2026-04-18T11:36:00Z,precip_accum,24
LKKM6,GREENE,MS,31.13694,-88.59972,2,America/Chicago,0.0,2026-04-17T12:14:00Z,2026-04-18T12:14:00Z,precip_accum,24
LSLM6,LITTLE SUNFLOWER FLOODGATE-LANDSIDE NEAR REDWOOD,MS,32.62194,-90.72861,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
LYMM6,BILOXI RIVER NEAR LYMAN 4ESE,MS,30.48833,-89.03583,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
MBGM6,MUDDY BAYOU CONTROL STRUCTURE NEAR VICKSBURG 12NNW,MS,32.51389,-90.98333,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
MPAM6,PIKE,MS,31.18694,-90.47806,2,America/Chicago,0.0,2026-04-17T12:09:00Z,2026-04-18T12:09:00Z,precip_accum,24
MRDM6,OKATIBBEE RESERVOIR NEAR MERIDIAN 10NW,MS,32.47583,-88.81111,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
MSS10,Brown Loam Exp Stn,MS,32.21022,-90.51228,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
MSS12,Coastal Research and Extension Center,MS,30.44102,-88.94368,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
MSS20,Natchez,MS,31.34067,-91.39999,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
MSS22,Vicksburg,MS,32.42779,-90.82577,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
MSS28,Beaumont,MS,31.23583,-88.92188,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
MSS29,Crystal Springs,MS,31.94462,-90.37442,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
MSS32,Port Gibson,MS,32.0174,-90.78628,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
MSS38,Poplarville,MS,30.83972,-89.54644,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
MSS39,White Sand,MS,30.7966,-89.69016,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
MSS41,Newton,MS,32.33771,-89.08166,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
MSS42,Canton,MS,32.67201,-90.03982,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
MSS44,McNeill,MS,30.65967,-89.63633,236,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
NAGM6,LEAF RIVER NEAR NEW AUGUSTA 1N,MS,31.22167,-89.05306,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
NNHM6,HANCOCK,MS,30.45111,-89.45444,2,America/Chicago,0.0,2026-04-17T12:09:00Z,2026-04-18T12:09:00Z,precip_accum,24
NTEM6,USCRN SITE AT COASTAL PLAIN EXPERIMENT STATION NEAR NEWTON 5ENE,MS,32.33778,-89.07056,123,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
NTZM6,MISSISSIPPI RIVER NEAR NATCHEZ 2SW,MS,31.54389,-91.43333,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
OARM6,OKATIBBEE CREEK AT ARUNDEL NEAR MERIDIAN 8SW,MS,32.29833,-88.75361,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
OKCM6,OKATOMA CREEK AT SANFORD,MS,31.48917,-89.43333,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
OSYM6,TANGIPAHOA RIVER NEAR OSYKA 1NE,MS,31.01222,-90.46111,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
PECM6,PELAHATCHIE CREEK AT HWY 25 NEAR FANNIN 3S,MS,32.38806,-89.95528,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
PELM6,RAIN GAUGE NR PELAHATCHIE,MS,32.32167,-89.74667,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,91
RATM6,PEARL RIVER NEAR RATLIFFS FERRY NEAR LUDLOW 7NW,MS,32.59417,-89.84056,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,76
RHCM6,COVINGTON,MS,31.74972,-89.51639,2,America/Chicago,0.0,2026-04-17T12:09:00Z,2026-04-18T12:09:00Z,precip_accum,24
RLDM6,LAUDERDALE,MS,32.3675,-88.45667,2,America/Chicago,0.0,2026-04-17T12:13:00Z,2026-04-18T12:13:00Z,precip_accum,24
RMAM6,MARION,MS,31.21139,-89.9225,2,America/Chicago,0.0,2026-04-17T12:09:00Z,2026-04-18T12:09:00Z,precip_accum,24
RSAM6,HOMOCHITTO RIVER AT ROSETTA,MS,31.32472,-91.10944,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
SBSM6,STEELE BAYOU STRUCTURE (LANDSIDE/RIVERSIDE) NEAR VICKSBURG 8N,MS,32.45222,-90.89028,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
SHCM6,MS SANDHILL CRANE - FTS,MS,30.45278,-88.66167,2,America/Chicago,0.0,2026-04-17T11:51:00Z,2026-04-18T11:51:00Z,precip_accum,24
TFBM6,TNC FORT BAYOU,MS,30.4712,-88.74162,29,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_hour,24
USA19,Leaksville,MS,31.1765,-88.6001,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
WOOM6,BUFFALO RIVER NEAR WOODVILLE 8N,MS,31.22694,-91.29556,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
WPGM6,WEST PASCAGOULA RIVER AT HIGHWAY 90 AT GAUTIER,MS,30.38278,-88.60889,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,91
WTGM6,TUSCOLAMETA CREEK AT WALNUT GROVE,MS,32.58833,-89.465,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
SSTRN,Perdido Bay,,30.41397,-87.37181,248,America/Chicago,0.0,2026-04-17T11:59:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,287
